4515,4559,4310,10665,3933,4586,4392,4821,4437,3562,6786,5438,2976,3187,5219,4847,3926,5942,9015,3631,4856,3618,3787,4303
3653,3693,7938,4180,3561,7167,4467,6328,5958,8471,10748,8977,8168,10135,4753,4586,4968,4219,9138,4467,4005,4006,4435,7932
7149,10840,4467,4167,3530,7728,12961,5162,7855,15831,6407,8263,4962,6321,4672,5800,4561,4348,4595,5925,4266,4713,5387,6230
6719,4936,4931,5453,5638,6163,6967,7427,6411,7993,9923,9487,6085,7163,5100,5050,7908,6050,6525,5531,6462,5615,5211,5930
6154,7729,8349,8173,10286,7131,9043,9253,7160,8634,12209,6826,5086,6580,5453,8599,7102,6043,4927,4421,5053,5008,4497,9425
5654,4466,18129,4346,4061,5127,5069,5474,4955,5171,8235,4912,5075,4927,4535,4564,4266,4194,4197,4917,5029,6024,5327,5489
5012,4717,4409,4146,4069,4464,4396,4338,8163,9012,5860,4046,4405,4546,4481,4927,4187,4137,4118,4331,4273,5103,5028,4614
4232,4417,4124,4025,3885,4350,5502,4257,3807,4621,4875,5349,5022,4048,4037,4280,4767,4048,4625,6527,4506,5024,6961,6246
5477,5419,5126,4930,4729,4958,4392,4209,4311,5489,9478,4477,3408,4482,3573,4460,4433,4396,4506,4432,5205,5299,5122,5537
3395,4106,3759,4178,4140,4299,4188,3421,3050,2216,6726,3686,3929,3795,4084,4164,4981,4023,3934,4850,3697,4700,3965,4649
5039,5018,4531,3855,2987,3597,4004,3199,3439,4543,8703,4903,3595,3506,4810,5887,4204,3960,5404,4014,3928,3849,4163,4436
4847,4236,4708,4164,3868,4626,4028,3695,4001,3772,6004,4509,3813,3525,5532,3998,3903,4385,3561,3776,3845,4383,4631,4494
5541,3934,3720,3870,4066,4522,4375,4558,4208,3654,6482,4886,3757,3571,4148,4646,4013,4355,3692,3855,5000,4988,4534,5055
4480,4876,5265,4254,4057,4692,4122,4064,3757,4614,6048,4123,4000,4270,3879,4563,4070,3946,4021,4134,3762,3947,3866,4116
4129,3822,4368,3852,4037,4546,4012,3907,4056,4561,5732,4341,3832,4241,4004,4295,3854,3608,3722,4274,5336,6246,5746,5368
5162,4953,4651,5411,4180,4751,5024,4490,4739,4698,5079,7150,5036,6962,3730,4830,4454,4815,4668,56665,4544,4914,4607,4311
4476,4423,4175,4936,4278,5739,4722,4778,4903,6023,4846,7302,4430,4466,3342,4970,4994,4188,11354,4920,32720,4620,4852,4825
4632,4820,5111,4782,4697,5167,5649,5826,5345,4541,9728,7019,4654,8054,6059,5174,4662,3891,4539,4586,4451,70203,5110,4224
6258,3830,4525,5126,5139,4127,4441,4611,6415,5522,7718,4469,3869,4723,5295,4824,4218,3444,12156,25225,4305,5403,4553,4043
3545,4451,5008,4392,4617,4825,4791,5613,4695,4569,5136,5962,4428,5132,4633,4068,5346,4373,3591,4764,4871,5615,4328,4434
4518,5071,4701,4976,4319,4088,4970,4612,4727,4223,5434,5960,4316,4513,4670,5404,4904,4390,4362,5012,4539,4955,4482,4810
4407,4627,4991,4090,4575,4819,4888,4684,4456,5252,7539,4727,4263,4012,5522,5532,5652,4682,4935,4961,5199,4799,4344,5644
5332,5371,7736,4370,4048,3963,3721,3430,4217,3818,6868,6725,4470,4049,3259,4518,4363,5196,4079,4505,7032,5118,4501,3573
5260,3874,4490,4222,4857,4811,4201,4482,5470,5287,6926,5125,5611,4250,4147,5507,5619,5982,6260,7003,5869,5123,7682,6275
5352,4898,5091,5526,7952,5864,6146,4774,4214,4226,6184,4312,6687,4628,4743,6073,4196,4989,4202,3684,3658,4119,5100,7842
4358,3855,4463,3978,3918,5149,3730,3910,5744,4348,5161,8714,4601,5662,4392,5433,4684,4972,5424,4263,3387,16056,10828,4766
4984,4893,4767,5311,5468,4653,4529,4662,5349,4715,4585,6226,7352,4726,4500,4664,5749,4438,4135,3942,5936,4374,5522,5196
5044,6110,5426,5275,5565,4939,4791,4668,4641,5422,5893,4530,5650,5008,5747,7094,5609,4735,4450,4234,4112,4041,4436,3970
4153,4350,4266,4953,3621,4182,3712,3915,4529,3927,6004,3864,3657,3985,3470,4294,4722,3881,6358,5970,7136,4039,4357,4175
