63,2,5800
63,3,483
64,0,19340
64,1,1765
64,2,4561
64,3,85
65,0,27847
65,1,2224
65,2,4348
65,3,227
66,0,25700
66,1,3102
66,2,4595
66,3,111
67,0,44480
67,1,7065
67,2,5925
67,3,238
68,0,32580
68,1,4162
68,2,4266
68,3,271
69,0,34956
69,1,62584
69,2,4713
69,3,507
70,0,49805
70,1,58410
70,2,5387
70,3,1397
71,0,89673
71,1,14970
71,2,6230
71,3,585
72,0,76640
72,1,6922
72,2,6719
72,3,230
73,0,61301
73,1,2642
73,2,4936
73,3,131
74,0,34901
74,1,2516
74,2,4931
74,3,550
75,0,31459
75,1,17126
75,2,5453
75,3,111
76,0,58374
76,1,4404
76,2,5638
76,3,253
77,0,42601
77,1,12683
77,2,6163
77,3,293
78,0,34477
78,1,15514
78,2,6967
78,3,117
79,0,24104
79,1,19337
79,2,7427
79,3,109
80,0,15482
80,1,2730
80,2,6411
80,3,134
81,0,21596
81,1,7691
81,2,7993
81,3,64
82,0,40690
82,1,1902
82,2,9923
82,3,981
83,0,49509
83,1,3940
83,2,9487
83,3,575
84,0,31711
84,1,9321
84,2,6085
84,3,3739
85,0,26427
85,1,12090
85,2,7163
85,3,207
86,0,15104
86,1,3060
86,2,5100
86,3,477
87,0,15269
87,1,3192
87,2,5050
87,3,67
88,0,27136
88,1,3639
88,2,7908
88,3,154
89,0,54749
89,1,8254
89,2,6050
89,3,347
90,0,40149
90,1,1651
90,2,6525
90,3,166
91,0,23749
91,1,5466
91,2,5531
91,3,275
92,0,29583
92,1,3013
92,2,6462
92,3,290
93,0,20726
93,1,3179
93,2,5615
93,3,485
94,0,14346
94,1,1610
94,2,5211
94,3,108
95,0,45264
95,1,3364
95,2,5930
95,3,101
96,0,37958
96,1,1209
96,2,6154
96,3,429
97,0,30309
97,1,4650
97,2,7729
97,3,228
98,0,31522
98,1,3560
98,2,8349
98,3,94
99,0,23700
99,1,17606
99,2,8173
99,3,206
100,0,34641
100,1,17643
100,2,10286
100,3,778
101,0,23591
101,1,9530
101,2,7131
101,3,71
102,0,28776
102,1,8120
102,2,9043
102,3,41
103,0,23073
103,1,3091
103,2,9253
103,3,62
104,0,31840
104,1,2281
104,2,7160
104,3,63
105,0,27432
105,1,1068
105,2,8634
105,3,57
106,0,19446
106,1,4198
106,2,12209
106,3,211
107,0,37409
107,1,2310
107,2,6826
107,3,96
108,0,16585
108,1,2406
108,2,5086
108,3,65
109,0,19389
109,1,12834
109,2,6580
109,3,91
110,0,32884
110,1,6221
110,2,5453
110,3,82
111,0,26462
111,1,3427
111,2,8599
111,3,73
112,0,12554
112,1,1473
112,2,7102
112,3,96
113,0,29945
113,1,3505
113,2,6043
113,3,102
114,0,35814
114,1,4239
114,2,4927
114,3,484
115,0,16777
115,1,4055
115,2,4421
115,3,45
116,0,19988
116,1,2973
116,2,5053
116,3,538
117,0,10182
117,1,3707
117,2,5008
117,3,429
118,0,24770
118,1,1441
118,2,4497
118,3,73
119,0,40450
119,1,3535
119,2,9425
119,3,381
120,0,48101
120,1,5482
120,2,5654
120,3,221
121,0,54829
121,1,2771
121,2,4466
121,3,60
122,0,33280
122,1,3689
122,2,18129
122,3,950
123,0,21388
123,1,33879
123,2,4346
123,3,165
124,0,14301
124,1,17887
124,2,4061
124,3,129
125,0,13120
125,1,942
125,2,5127
125,3,117
126,0,21060
126,1,1037
126,2,5069
126,3,118
127,0,19974
127,1,3598
127,2,5474
127,3,246
128,0,25770
128,1,1893
128,2,4955
128,3,150
129,0,43790
129,1,3229
129,2,5171
129,3,180
130,0,15182
130,1,2692
130,2,8235
130,3,406
131,0,17853
131,1,1163
131,2,4912
131,3,326
132,0,11492
132,1,4491
132,2,5075
132,3,139
133,0,27385
133,1,14282
133,2,4927
133,3,509
134,0,17937
134,1,6891
134,2,4535
134,3,100
135,0,10927
135,1,6583
135,2,4564
135,3,101
136,0,17458
136,1,3786
136,2,4266
136,3,88
137,0,11936
137,1,1542
137,2,4194
137,3,102
138,0,14647
138,1,2699
138,2,4197
138,3,71
139,0,21979
139,1,1883
139,2,4917
139,3,88
140,0,15507
140,1,2111
140,2,5029
140,3,95
141,0,12292
141,1,1678
141,2,6024
141,3,80
142,0,8499
142,1,10053
142,2,5327
142,3,82
143,0,27052
143,1,11153
143,2,5489
143,3,101
144,0,33541
144,1,1122
144,2,5012
144,3,76
145,0,18994
145,1,1135
145,2,4717
145,3,77
146,0,10920
146,1,993
146,2,4409
146,3,80
147,0,21092
147,1,19506
147,2,4146
147,3,76
148,0,14309
148,1,31657
148,2,4069
148,3,89
149,0,29441
149,1,1255
149,2,4464
149,3,59
150,0,25430
150,1,4265
150,2,4396
150,3,114
151,0,18957
151,1,1409
151,2,4338
151,3,98
152,0,21346
152,1,1619
152,2,8163
152,3,125
153,0,30447
153,1,2045
153,2,9012
153,3,133
154,0,13366
154,1,1916
154,2,5860
154,3,196
155,0,30681
155,1,2219
155,2,4046
155,3,114
156,0,20698
156,1,5145
156,2,4405
156,3,127
157,0,36225
157,1,7664
157,2,4546
157,3,485
158,0,9140
158,1,3399
158,2,4481
158,3,277
159,0,6611
159,1,2162
159,2,4927
159,3,164
160,0,13307
160,1,1795
160,2,4187
160,3,137
161,0,10425
161,1,1527
161,2,4137
161,3,151
162,0,8822
162,1,2000
162,2,4118
162,3,132
163,0,14695
163,1,2774
163,2,4331
163,3,130
164,0,18115
164,1,2580
164,2,4273
164,3,130
165,0,10202
165,1,2900
165,2,5103
165,3,135
166,0,9756
166,1,2007
166,2,5028
166,3,156
167,0,23860
167,1,1140
167,2,4614
167,3,161
168,0,26422
168,1,961
168,2,4232
168,3,145
169,0,26538
169,1,1661
169,2,4417
169,3,140
170,0,36745
170,1,2715
170,2,4124
170,3,166
171,0,29363
171,1,17001
171,2,4025
171,3,126
172,0,23264
172,1,16331
172,2,3885
172,3,120
173,0,23411
173,1,16001
173,2,4350
173,3,115
174,0,33092
174,1,779
174,2,5502
174,3,140
175,0,20891
175,1,1554
175,2,4257
175,3,118
176,0,28561
176,1,1221
176,2,3807
176,3,115
177,0,17583
177,1,1211
177,2,4621
177,3,128
178,0,26402
178,1,1743
178,2,4875
178,3,96
179,0,41522
179,1,1565
179,2,5349
179,3,71
180,0,31325
180,1,4866
180,2,5022
180,3,295
181,0,21812
181,1,7745
181,2,4048
181,3,184
182,0,13504
182,1,4603
182,2,4037
182,3,101
183,0,11109
183,1,2255
183,2,4280
183,3,65
184,0,14821
184,1,1636
184,2,4767
184,3,39
185,0,19304
185,1,1851
185,2,4048
185,3,51
186,0,40112
186,1,2603
186,2,4625
186,3,57
187,0,35767
187,1,8277
187,2,6527
187,3,542
188,0,42528
188,1,5814
188,2,4506
188,3,105
189,0,30939
189,1,5705
189,2,5024
189,3,119
190,0,27930
190,1,8002
190,2,6961
190,3,401
191,0,53093
191,1,10385
191,2,6246
191,3,254
192,0,51608
192,1,6072
192,2,5477
192,3,117
193,0,43677
193,1,6630
193,2,5419
193,3,777
194,0,58580
194,1,4497
194,2,5126
194,3,950
195,0,59579
195,1,6771
195,2,4930
195,3,630
196,0,65803
196,1,8443
196,2,4729
196,3,227
197,0,44479
197,1,4267
197,2,4958
197,3,240
198,0,33767
198,1,3453
198,2,4392
198,3,47
199,0,36590
199,1,3249
199,2,4209
199,3,29
200,0,43944
200,1,4377
200,2,4311
200,3,476
201,0,35379
201,1,5763
201,2,5489
201,3,391
202,0,51688
202,1,6635
202,2,9478
202,3,857
203,0,36490
203,1,3845
203,2,4477
203,3,320
204,0,21790
204,1,4034
204,2,3408
204,3,199
205,0,45312
205,1,13689
205,2,4482
205,3,325
206,0,30502
206,1,3997
206,2,3573
206,3,130
207,0,18732
207,1,6166
207,2,4460
207,3,87
208,0,14625
208,1,2885
208,2,4433
208,3,58
209,0,11389
209,1,2918
209,2,4396
209,3,61
210,0,26511
210,1,22018
210,2,4506
210,3,245
211,0,33135
211,1,3224
211,2,4432
211,3,45
212,0,26731
212,1,7070
212,2,5205
212,3,664
213,0,87322
213,1,7033
213,2,5299
213,3,977
214,0,87853
214,1,8103
214,2,5122
214,3,356
215,0,66981
215,1,4230
215,2,5537
215,3,752
216,0,37165
216,1,4660
216,2,3395
216,3,864
217,0,70123
217,1,2257
217,2,4106
217,3,1209
218,0,62413
218,1,2661
218,2,3759
218,3,1315
219,0,49953
219,1,17869
219,2,4178
219,3,432
220,0,79756
220,1,9039
220,2,4140
220,3,74
221,0,138373
221,1,15382
221,2,4299
221,3,147
222,0,81632
222,1,12995
222,2,4188
222,3,131
223,0,503923
223,1,37536
223,2,3421
223,3,73
224,0,900135
224,1,9365
224,2,3050
224,3,149
225,0,1066873
225,1,3021
225,2,2216
225,3,55
226,0,438939
226,1,11218
226,2,6726
226,3,1291
227,0,192347
227,1,5169
227,2,3686
227,3,325
228,0,60823
228,1,16174
228,2,3929
228,3,2272
229,0,33122
229,1,4633
229,2,3795
229,3,9421
230,0,48975
230,1,9963
230,2,4084
230,3,6085
231,0,24728
231,1,3195
231,2,4164
231,3,102
232,0,166240
232,1,6291
232,2,4981
232,3,212
233,0,134620
233,1,6652
233,2,4023
233,3,135
234,0,64224
234,1,3692
234,2,3934
234,3,148
235,0,94450
235,1,16800
235,2,4850
235,3,506
236,0,79822
236,1,10356
236,2,3697
236,3,333
237,0,72947
237,1,11492
237,2,4700
237,3,89
238,0,92051
238,1,7358
238,2,3965
238,3,112
239,0,94254
239,1,12320
239,2,4649
239,3,226
240,0,158872
240,1,20397
240,2,5039
240,3,1855
241,0,175648
241,1,27737
241,2,5018
241,3,630
242,0,154956
242,1,24173
242,2,4531
242,3,511
243,0,127754
243,1,19556
243,2,3855
243,3,176
244,0,360235
244,1,5301
244,2,2987
244,3,71
245,0,147938
245,1,7963
245,2,3597
245,3,176
246,0,143343
246,1,6563
246,2,4004
246,3,126
247,0,152950
247,1,9816
247,2,3199
247,3,107
248,0,95594
248,1,6818
248,2,3439
248,3,88
249,0,116942
249,1,8432
249,2,4543
249,3,172
250,0,98320
250,1,7551
250,2,8703
250,3,712
251,0,86712
251,1,9265
251,2,4903
251,3,565
252,0,110411
252,1,14684
252,2,3595
252,3,102
253,0,105383
253,1,13152
253,2,3506
253,3,64
254,0,96257
254,1,10801
254,2,4810
254,3,64
255,0,67591
255,1,4810
255,2,5887
255,3,303
256,0,77768
256,1,4943
256,2,4204
256,3,82
257,0,78044
257,1,25269
257,2,3960
257,3,80
258,0,101275
258,1,20234
258,2,5404
258,3,531
259,0,88461
259,1,11628
259,2,4014
259,3,136
260,0,62457
260,1,6706
260,2,3928
260,3,84
261,0,66947
261,1,4374
261,2,3849
261,3,56
262,0,71113
262,1,34996
262,2,4163
262,3,90
263,0,103236
263,1,21968
263,2,4436
263,3,657
264,0,117847
264,1,29064
264,2,4847
264,3,755
265,0,106649
265,1,13388
265,2,4236
265,3,151
266,0,65016
266,1,11570
266,2,4708
266,3,112
267,0,68071
267,1,9101
267,2,4164
267,3,79
268,0,72341
268,1,5333
268,2,3868
268,3,135
269,0,65733
269,1,7286
269,2,4626
269,3,574
270,0,68782
270,1,8613
270,2,4028
270,3,74
271,0,81770
271,1,2990
271,2,3695
271,3,87
272,0,58024
272,1,5201
272,2,4001
272,3,54
273,0,89772
273,1,3638
273,2,3772
273,3,70
274,0,61773
274,1,2058
274,2,6004
274,3,88
275,0,60190
275,1,3365
275,2,4509
275,3,298
276,0,77880
276,1,4704
276,2,3813
276,3,90
277,0,78368
277,1,10219
277,2,3525
277,3,72
278,0,57059
278,1,3445
278,2,5532
278,3,198
279,0,45867
279,1,9931
279,2,3998
279,3,130
280,0,52899
280,1,5636
280,2,3903
280,3,84
281,0,61764
281,1,3681
281,2,4385
281,3,141
282,0,63188
282,1,1618
282,2,3561
282,3,49
283,0,77640
283,1,19228
283,2,3776
283,3,77
284,0,63726
284,1,7605
284,2,3845
284,3,138
285,0,78443
285,1,3322
285,2,4383
285,3,58
286,0,70578
286,1,5898
286,2,4631
286,3,73
287,0,86535
287,1,3535
287,2,4494
287,3,137
288,0,129536
288,1,17339
288,2,5541
288,3,377
289,0,77376
289,1,9713
289,2,3934
289,3,116
290,0,54951
290,1,1223
290,2,3720
290,3,93
291,0,60093
291,1,3535
291,2,3870
291,3,149
292,0,62066
292,1,926
292,2,4066
292,3,118
293,0,60115
293,1,865
293,2,4522
293,3,142
294,0,57867
294,1,2721
294,2,4375
294,3,144
295,0,69271
295,1,1372
295,2,4558
295,3,151
296,0,69612
296,1,2887
296,2,4208
296,3,177
297,0,64539
297,1,1994
297,2,3654
297,3,221
298,0,49534
298,1,2158
298,2,6482
298,3,296
299,0,75982
299,1,6456
299,2,4886
299,3,194
300,0,64522
300,1,21769
300,2,3757
300,3,151
301,0,60118
301,1,19896
301,2,3571
301,3,145
302,0,45389
302,1,2510
302,2,4148
302,3,179
303,0,42913
303,1,3281
303,2,4646
303,3,174
304,0,49217
304,1,3568
304,2,4013
304,3,153
305,0,43714
305,1,1811
305,2,4355
305,3,133
306,0,50623
306,1,1342
306,2,3692
306,3,148
307,0,44806
307,1,1408
307,2,3855
307,3,106
308,0,50387
308,1,3360
308,2,5000
308,3,122
309,0,46671
309,1,1886
309,2,4988
309,3,151
310,0,43010
310,1,1309
310,2,4534
310,3,1163
311,0,61565
311,1,1421
311,2,5055
311,3,1331
312,0,84364
312,1,740
312,2,4480
312,3,784
313,0,51673
313,1,736
313,2,4876
313,3,120
314,0,49002
314,1,951
314,2,5265
314,3,806
315,0,55574
315,1,1464
315,2,4254
315,3,159
316,0,50419
316,1,894
316,2,4057
316,3,355
317,0,54515
317,1,928
317,2,4692
317,3,124
318,0,75099
318,1,1109
318,2,4122
318,3,163
319,0,58251
319,1,1578
319,2,4064
319,3,174
320,0,46916
320,1,1160
320,2,3757
320,3,130
321,0,43197
321,1,868
321,2,4614
321,3,135
322,0,50726
322,1,2418
322,2,6048
322,3,227
323,0,68277
323,1,2862
323,2,4123
323,3,115
324,0,63683
324,1,4456
324,2,4000
324,3,158
325,0,49229
325,1,7739
325,2,4270
325,3,144
326,0,47934
326,1,2753
326,2,3879
326,3,547
327,0,43529
327,1,1742
327,2,4563
327,3,113
328,0,47373
328,1,4086
328,2,4070
328,3,544
329,0,45576
329,1,1864
329,2,3946
329,3,131
330,0,50977
330,1,1386
330,2,4021
330,3,112
331,0,56881
331,1,1563
331,2,4134
331,3,180
332,0,52530
332,1,1532
332,2,3762
332,3,145
333,0,46426
333,1,1566
333,2,3947
333,3,150
334,0,46790
334,1,954
334,2,3866
334,3,180
335,0,59070
335,1,1591
335,2,4116
335,3,127
336,0,63233
336,1,999
336,2,4129
336,3,147
337,0,56663
337,1,736
337,2,3822
337,3,142
338,0,61076
338,1,754
338,2,4368
338,3,172
339,0,56027
339,1,628
339,2,3852
339,3,129
340,0,69362
340,1,2219
340,2,4037
340,3,112
341,0,52545
341,1,680
341,2,4546
341,3,104
342,0,52173
342,1,793
342,2,4012
342,3,160
343,0,53567
343,1,1932
343,2,3907
343,3,145
344,0,64040
344,1,1760
344,2,4056
344,3,107
345,0,68298
345,1,1994
345,2,4561
345,3,529
346,0,55936
346,1,2213
346,2,5732
346,3,224
347,0,58727
347,1,2920
347,2,4341
347,3,200
348,0,82798
348,1,4723
348,2,3832
348,3,202
349,0,80280
349,1,10051
349,2,4241
349,3,100
350,0,84146
350,1,2922
350,2,4004
350,3,195
351,0,46628
351,1,3142
351,2,4295
351,3,204
352,0,62071
352,1,3309
352,2,3854
352,3,54
353,0,59146
353,1,1988
353,2,3608
353,3,92
354,0,90444
354,1,2901
354,2,3722
354,3,83
355,0,81390
355,1,3425
355,2,4274
355,3,556
356,0,68634
356,1,2343
356,2,5336
356,3,611
357,0,53045
357,1,2040
357,2,6246
357,3,547
358,0,99701
358,1,2586
358,2,5746
358,3,159
359,0,150962
359,1,4887
359,2,5368
359,3,515
360,0,204086
360,1,5585
360,2,5162
360,3,140
361,0,156481
361,1,7102
361,2,4953
361,3,1917
362,0,90061
362,1,3179
362,2,4651
362,3,2494
363,0,59503
363,1,921
363,2,5411
363,3,2199
364,0,75161
364,1,1509
364,2,4180
364,3,117
365,0,99465
365,1,5801
365,2,4751
365,3,245
366,0,102826
366,1,1765
366,2,5024
366,3,154
367,0,58674
367,1,1388
367,2,4490
367,3,116
368,0,70435
368,1,2024
368,2,4739
368,3,572
369,0,50330
369,1,2006
369,2,4698
369,3,132
370,0,50971
370,1,1949
370,2,5079
370,3,180
371,0,62936
371,1,4765
371,2,7150
371,3,965
372,0,81954
372,1,7255
372,2,5036
372,3,188
373,0,116018
373,1,15609
373,2,6962
373,3,325
374,0,45749
374,1,3640
374,2,3730
374,3,209
375,0,37933
375,1,2888
375,2,4830
375,3,493
376,0,95257
376,1,7647
376,2,4454
376,3,201
377,0,27915
377,1,2611
377,2,4815
377,3,94
378,0,13803
378,1,8620
378,2,4668
378,3,79
379,0,42731
379,1,11658
379,2,56665
379,3,213
380,0,23205
380,1,4705
380,2,4544
380,3,269
381,0,30542
381,1,4805
381,2,4914
381,3,251
382,0,42371
382,1,6283
382,2,4607
382,3,175
383,0,55174
383,1,6886
383,2,4311
383,3,470
384,0,47619
384,1,6379
384,2,4476
384,3,192
385,0,43969
385,1,3968
385,2,4423
385,3,147
386,0,29542
386,1,1769
386,2,4175
386,3,277
387,0,20925
387,1,18245
387,2,4936
387,3,217
388,0,21438
388,1,19632
388,2,4278
388,3,70
389,0,20133
389,1,17505
389,2,5739
389,3,93
390,0,36295
390,1,1802
390,2,4722
390,3,81
391,0,30757
391,1,2706
391,2,4778
391,3,457
392,0,43546
392,1,5042
392,2,4903
392,3,66
393,0,35387
393,1,2674
393,2,6023
393,3,84
394,0,31522
394,1,2855
394,2,4846
394,3,83
395,0,44003
395,1,4607
395,2,7302
395,3,269
396,0,71608
396,1,3841
396,2,4430
396,3,308
397,0,23406
397,1,8978
397,2,4466
397,3,87
398,0,32748
398,1,3776
398,2,3342
398,3,147
399,0,28010
399,1,2413
399,2,4970
399,3,63
400,0,31783
400,1,3306
400,2,4994
400,3,43
401,0,41545
401,1,6504
401,2,4188
401,3,73
402,0,45743
402,1,4680
402,2,11354
402,3,98
403,0,64101
403,1,3486
403,2,4920
403,3,131
404,0,59874
404,1,8049
404,2,32720
404,3,114
405,0,26826
405,1,4269
405,2,4620
405,3,52
406,0,26641
406,1,5134
406,2,4852
406,3,53
407,0,104128
407,1,4587
407,2,4825
407,3,325
408,0,177181
408,1,11653
408,2,4632
408,3,644
409,0,71402
409,1,3423
409,2,4820
409,3,132
410,0,29323
410,1,2430
410,2,5111
410,3,158
411,0,31495
411,1,32520
411,2,4782
411,3,44
412,0,32618
412,1,21435
412,2,4697
412,3,75
413,0,33295
413,1,997
413,2,5167
413,3,59
414,0,46433
414,1,3866
414,2,5649
414,3,51
415,0,48582
415,1,5116
415,2,5826
415,3,60
416,0,53572
416,1,5629
416,2,5345
416,3,45
417,0,90661
417,1,7022
417,2,4541
417,3,48
418,0,87495
418,1,10820
418,2,9728
418,3,1134
419,0,67025
419,1,13160
419,2,7019
419,3,642
420,0,50431
420,1,12138
420,2,4654
420,3,126
421,0,61058
421,1,18515
421,2,8054
421,3,1643
422,0,57759
422,1,10175
422,2,6059
422,3,1448
423,0,59230
423,1,5016
423,2,5174
423,3,391
424,0,41247
424,1,6530
424,2,4662
424,3,87
425,0,35016
425,1,4914
425,2,3891
425,3,199
426,0,38318
426,1,3377
426,2,4539
426,3,501
427,0,37345
427,1,2542
427,2,4586
427,3,408
428,0,37776
428,1,2192
428,2,4451
428,3,426
429,0,34628
429,1,3458
429,2,70203
429,3,589
430,0,36089
430,1,9862
430,2,5110
430,3,468
431,0,51691
431,1,7840
431,2,4224
431,3,138
432,0,121414
432,1,20131
432,2,6258
432,3,468
433,0,39861
433,1,4200
433,2,3830
433,3,316
434,0,32793
434,1,1107
434,2,4525
434,3,50
435,0,37385
435,1,19413
435,2,5126
435,3,110
436,0,47007
436,1,16769
436,2,5139
436,3,177
437,0,36241
437,1,16867
437,2,4127
437,3,98
438,0,22811
438,1,1766
438,2,4441
438,3,88
439,0,21801
439,1,8032
439,2,4611
439,3,66
440,0,44198
440,1,5858
440,2,6415
440,3,605
441,0,42818
441,1,3973
441,2,5522
441,3,433
442,0,42788
442,1,5140
442,2,7718
442,3,522
443,0,54298
443,1,5081
443,2,4469
443,3,237
444,0,33401
444,1,5298
444,2,3869
444,3,392
445,0,30549
445,1,12152
445,2,4723
445,3,142
446,0,27091
446,1,8665
446,2,5295
446,3,109
447,0,28343
447,1,3397
447,2,4824
447,3,142
448,0,59889
448,1,10352
448,2,4218
448,3,49
449,0,94385
449,1,6257
449,2,3444
449,3,66
450,0,59386
450,1,3439
450,2,12156
450,3,107
451,0,78020
451,1,8560
451,2,25225
451,3,114
452,0,65995
452,1,7346
452,2,4305
452,3,152
453,0,53090
453,1,4106
453,2,5403
453,3,263
454,0,41399
454,1,5849
454,2,4553
454,3,131
455,0,33060
455,1,2036
455,2,4043
455,3,108
456,0,97184
456,1,11341
456,2,3545
456,3,149
457,0,41550
457,1,1847
457,2,4451
457,3,74
458,0,27989
458,1,4650
458,2,5008
458,3,58
459,0,25655
459,1,21290
459,2,4392
459,3,92
460,0,26522
460,1,2441
460,2,4617
460,3,66
461,0,18474
461,1,31001
461,2,4825
461,3,55
462,0,34134
462,1,2847
462,2,4791
462,3,37
463,0,38489
463,1,1018
463,2,5613
463,3,47
464,0,45144
464,1,912
464,2,4695
464,3,63
465,0,66038
465,1,5437
465,2,4569
465,3,38
466,0,20226
466,1,1647
466,2,5136
466,3,42
467,0,44685
467,1,5050
467,2,5962
467,3,171
468,0,20375
468,1,3500
468,2,4428
468,3,46
469,0,25016
469,1,9309
469,2,5132
469,3,58
470,0,41559
470,1,4123
470,2,4633
470,3,78
471,0,29118
471,1,2469
471,2,4068
471,3,93
472,0,11396
472,1,5408
472,2,5346
472,3,44
473,0,19249
473,1,2578
473,2,4373
473,3,34
474,0,29095
474,1,1776
474,2,3591
474,3,71
475,0,29343
475,1,1615
475,2,4764
475,3,43
476,0,14361
476,1,2022
476,2,4871
476,3,48
477,0,26746
477,1,2826
477,2,5615
477,3,39
478,0,18473
478,1,1701
478,2,4328
478,3,140
479,0,44480
479,1,3604
479,2,4434
479,3,190
480,0,51474
480,1,2677
480,2,4518
480,3,53
481,0,20751
481,1,1665
481,2,5071
481,3,40
482,0,26596
482,1,2020
482,2,4701
482,3,48
483,0,17963
483,1,16841
483,2,4976
483,3,48
484,0,13964
484,1,15472
484,2,4319
484,3,46
485,0,28965
485,1,17800
485,2,4088
485,3,66
486,0,16895
486,1,728
486,2,4970
486,3,55
487,0,17163
487,1,911
487,2,4612
487,3,462
488,0,17947
488,1,1424
488,2,4727
488,3,589
489,0,34719
489,1,2335
489,2,4223
489,3,65
490,0,23015
490,1,5035
490,2,5434
490,3,38
491,0,40088
491,1,4753
491,2,5960
491,3,38
492,0,20433
492,1,3662
492,2,4316
492,3,119
493,0,26608
493,1,9880
493,2,4513
493,3,505
494,0,8624
494,1,4835
494,2,4670
494,3,13642
495,0,11792
495,1,1787
495,2,5404
495,3,11795
496,0,24344
496,1,4113
496,2,4904
496,3,295
497,0,25626
497,1,4104
497,2,4390
497,3,7188
498,0,9779
498,1,2762
498,2,4362
498,3,36
499,0,28978
499,1,2865
499,2,5012
499,3,428
500,0,14147
500,1,2542
500,2,4539
500,3,45
501,0,14653
501,1,3283
501,2,4955
501,3,36
502,0,17818
502,1,5387
502,2,4482
502,3,35
503,0,38917
503,1,1890
503,2,4810
503,3,31
504,0,49119
504,1,1701
504,2,4407
504,3,35
505,0,18573
505,1,2103
505,2,4627
505,3,38
506,0,13566
506,1,2558
506,2,4991
506,3,35
507,0,13816
507,1,32298
507,2,4090
507,3,33
508,0,29715
508,1,16995
508,2,4575
508,3,58
509,0,20511
509,1,3671
509,2,4819
509,3,38
510,0,19570
510,1,4307
510,2,4888
510,3,38
511,0,32773
511,1,1747
511,2,4684
511,3,56
512,0,30775
512,1,1249
512,2,4456
512,3,42
513,0,46076
513,1,3615
513,2,5252
513,3,296
514,0,15801
514,1,2289
514,2,7539
514,3,281
515,0,16076
515,1,3472
515,2,4727
515,3,69
516,0,26705
516,1,5914
516,2,4263
516,3,5421
517,0,43216
517,1,8938
517,2,4012
517,3,56
518,0,27934
